brawler,inc_trophies,power,brawler_trophies,usage,win,usage_rate,win_rate,positive_inc_trophies
8-bit,0.6741573033707865,9.945548833189283,785.3880726015558,1157,505,0.005230726107969059,0.4364736387208297,0.4364736387208297
amber,2.3982638888888888,9.93738425925926,856.7168981481482,8640,4917,0.03906091060747854,0.5690972222222223,0.5690972222222223
barley,1.6895611883346962,9.96674843281548,820.4464431725265,3669,1888,0.016587324191995226,0.5145816298718997,0.5145816298718997
bea,2.7271188034992004,9.96481986642837,874.405700310413,10631,6319,0.048062099614363925,0.5943937541153231,0.5943937541153231
belle,2.1373560936879716,9.93489479952362,824.7435490273919,2519,1383,0.01138824465512019,0.5490273918221517,0.5490273918221517
bibi,0.4436980166346769,9.958093410108765,793.199296225208,3126,1309,0.014132454462844665,0.41874600127959055,0.41874600127959055
bo,-0.5581071677105081,9.930410577592205,745.7814892136395,1437,491,0.006496588951729937,0.34168406402226864,0.34168406402226864
brock,0.1196236559139785,9.956989247311828,799.7876344086021,744,293,0.003363578413421763,0.39381720430107525,0.39381720430107525
bull,1.487758945386064,9.94193345888261,812.2018204645324,3186,1590,0.01440371078650771,0.4990583804143126,0.4990583804143126
buzz,2.2814921090387372,9.84906743185079,802.2482065997131,3485,1952,0.01575547146609522,0.5601147776183644,0.5601147776183644
byron,0.6680429397192403,9.917423616845582,776.5152766308836,1211,528,0.0054748567992657995,0.4360033030553262,0.4360033030553262
carl,0.5912322274881516,9.943127962085308,792.2748815165877,844,363,0.003815672286193505,0.43009478672985785,0.43009478672985785
colette,2.108510638297872,9.969604863221884,842.9039513677811,3290,1799,0.014873888414190323,0.5468085106382978,0.5468085106382978
colonel-ruffs,1.3552108194112968,9.98249801113763,826.0043754972156,2514,1229,0.011365639961481601,0.4888623707239459,0.4888623707239459
colt,1.5257834192780642,9.975406584688615,844.8435144783816,5042,2531,0.022794573065151248,0.5019833399444665,0.5019833399444665
crow,1.965130382049727,9.974226804123711,835.32868405094,3298,1767,0.014910055924012061,0.5357792601576713,0.5357792601576713
darryl,0.1875746714456392,9.90800477897252,755.610513739546,837,334,0.0037840257150994834,0.39904420549581837,0.39904420549581837
dynamike,-0.729145211122554,9.896240988671472,746.2703398558187,3884,1276,0.01755932601845447,0.32852729145211124,0.32852729145211124
edgar,-1.2610372910415775,9.804543506215174,722.5482211744535,2333,671,0.01054735005176475,0.28761251607372484,0.28761251607372484
el-primo,1.4102760736196318,9.914263803680981,839.0177914110429,13040,6430,0.0589530410094352,0.49309815950920244,0.49309815950920244
emz,1.6742043551088777,9.917755443886097,845.2973757677275,17910,9195,0.08097001261341905,0.5134003350083752,0.5134003350083752
frank,2.174296514069719,9.920061598768024,841.1899762004759,7143,3942,0.032293065332085556,0.5518689626207476,0.5518689626207476
gale,2.677412855127947,9.982268789038887,853.1749949627242,9926,5862,0.04487483781132314,0.5905702196252267,0.5905702196252267
gene,-0.05345911949685535,9.915880503144654,804.1737421383648,1272,484,0.005750634061656563,0.3805031446540881,0.3805031446540881
jacky,1.579214624238321,9.95937711577522,816.4041976980366,2954,1495,0.013354853001677268,0.506093432633717,0.506093432633717
jessie,1.4502961766289715,9.942272482498653,825.9569197630587,9285,4607,0.041976916086856275,0.49617662897145937,0.49617662897145937
leon,-0.8947368421052632,9.909442724458204,753.7933436532508,1292,408,0.005841052836210911,0.3157894736842105,0.3157894736842105
lou,2.8417304421768708,9.96439200680272,849.8575680272108,9408,5675,0.042532991550365516,0.6032100340136054,0.6032100340136054
max,-0.25396825396825395,9.904761904761905,796.7142857142857,630,230,0.0028481913984619764,0.36507936507936506,0.36507936507936506
mortis,0.07350975674953221,9.99037690457097,777.3841218925421,3741,1460,0.01691283178039088,0.39026998128842555,0.39026998128842555
mr-p,0.647887323943662,9.985915492957746,784.5958829902492,923,401,0.0041728264456831815,0.4344528710725894,0.4344528710725894
nani,-1.5938864628820961,9.83406113537118,736.3406113537118,229,60,0.00103529496864729,0.26200873362445415,0.26200873362445415
nita,2.221253771371103,9.982679629008828,841.9860319588781,8949,4971,0.04045788067434322,0.5554810593362387,0.5554810593362387
pam,2.3024901703800786,9.969069462647445,810.7640891218873,3815,2143,0.01724738124624197,0.5617300131061599,0.5617300131061599
penny,1.7134646962233169,9.982621784345922,807.2686097427477,7308,3774,0.03303902022215893,0.5164203612479474,0.5164203612479474
piper,1.557218309859155,9.977992957746478,819.9850352112676,1136,573,0.005135786394686993,0.5044014084507042,0.5044014084507042
poco,1.1395201017003018,9.967583028762117,795.1496901318926,6293,2972,0.028450267413525746,0.4722707770538694,0.4722707770538694
rico,0.4424637488359718,9.970200878009845,805.7441798589863,7517,3147,0.03398389641625187,0.41865105760276705,0.41865105760276705
rosa,0.8629764065335753,9.86252268602541,798.334392014519,2204,994,0.0099641489558892,0.45099818511796735,0.45099818511796735
sandy,1.879748142031379,9.980491329479769,836.3065648224608,9688,5127,0.043798854394126396,0.5292113955408753,0.5292113955408753
shelly,2.191843452816386,9.981894659839064,840.8010241404536,5468,3025,0.02472049296315887,0.553218727139722,0.553218727139722
spike,0.006048387096774193,9.930779569892474,755.7405913978495,1488,573,0.006727156826843526,0.3850806451612903,0.3850806451612903
sprout,0.531479538300105,9.944386149003147,798.9438614900315,1906,811,0.008616909215029408,0.425498426023085,0.425498426023085
squeak,1.942947702060222,9.946909667194928,754.689381933439,1262,674,0.005705424674379388,0.5340729001584786,0.5340729001584786
stu,2.5175718849840254,9.970028906131143,872.2257720979766,6573,3801,0.029716130257286623,0.5782747603833865,0.5782747603833865
surge,1.0401728553137004,9.938860435339308,816.7527208706787,6248,2903,0.02824682517077846,0.46462868117797695,0.46462868117797695
tara,1.6827309236947792,9.97099509147702,847.0618771381824,6723,3456,0.030394271066444236,0.5140562248995983,0.5140562248995983
tick,-1.6767696909272183,9.820937188434696,737.7872382851446,5015,1282,0.02267250771950288,0.2556331006979063,0.2556331006979063
